HUZ	Year	Location	Test	Soil Type	Variety Name	Lodging	DTM	Yield	Height	SeedWt	Protein	Oil
3100	2003	Dutton	Conv	Clay	PRO 30-05		100	3124	66	19.7	41.8	19.5
3100	2003	Dutton	Conv	Clay	RCAT Appin		98	2573	57	15.8	42.1	20.8
3100	2003	Dutton	Conv	Clay	RCAT Dover		99	2937	65	13.3	41.1	20.7
3100	2003	Dutton	Conv	Clay	RCAT Harwich		95	3228	70	13.9	39.7	20.7
3100	2003	Dutton	Conv	Clay	RCAT Legacy		97	3001	59	19.5	41.4	21.3
3100	2003	Dutton	Conv	Clay	RCAT Pinehurst		98	3262	62	16.3	40.3	20.8
3100	2003	Dutton	Conv	Clay	RR Rodney		99	2640	64	14.2	43.8	19.3
3100	2003	Dutton	Conv	Clay	RS2297C		98	2706	61	15.8	39.5	21.4
3100	2003	Dutton	Conv	Clay	RS2595		101	2646	60	16	42.1	21.3
3100	2003	Dutton	Conv	Clay	OAC Huron		96	3146	69	20.2	42.4	20.2
3100	2003	Dutton	Conv	Clay	Sherwin		95	2807	58	18.6	40.2	21.6
3100	2003	Dutton	Conv	Clay	Sinclair		98	2672	72	18.1	43.2	20.4
3100	2003	Dutton	Conv	Clay	S20-Z5		95	2580	56	14.6	39.6	21.8
3100	2003	Dutton	Conv	Clay	Taylor		96	2895	58	17.5	41.9	21
3100	2003	Dutton	Conv	Clay	Claremont		95	3089	59	20	42.1	20.8
3100	2003	Dutton	Conv	Clay	Westag 97		95	3072	57	16.5	39.5	21.7
3100	2003	Dutton	Conv	Clay	92B38		101	2892	67	15	42.2	20.2
3100	2003	Dutton	Conv	Clay	92B61		101	3072	62	15	41.9	20.7
3100	2003	Dutton	Conv	Clay	92M10		98	2876	68	14	40.7	20.3
3100	2003	Talbotville	Conv	Clay Loam	AG1901	1.3	112	2922	86	12.9	41	22.5
3100	2003	Talbotville	Conv	Clay Loam	Chatham	1.3	111	2818	73	13.6	41	20
3100	2003	Talbotville	Conv	Clay Loam	CK-01	1	112	2532	69	16.3	42.1	20.1
3100	2003	Talbotville	Conv	Clay Loam	S19-K8	1.2	106	2856	71	15.4	42.7	19.9
3100	2003	Talbotville	Conv	Clay Loam	S18-Y4	1.1	110	2825	75	16.8	43.2	19.5
3100	2003	Talbotville	Conv	Clay Loam	Crescent	1.1	110	2993	75	15.2	40.1	20.3
3100	2003	Talbotville	Conv	Clay Loam	Crown	1.1	107	3039	75	14.5	40.6	20.7
3100	2003	Talbotville	Conv	Clay Loam	ISG 2500	0.8	109	3233	70	13.8	43.2	20.1
3100	2003	Talbotville	Conv	Clay Loam	Ivory	0.9	112	2968	62	14.9	41.7	20.5
3100	2003	Talbotville	Conv	Clay Loam	OAC Kent	0.9	111	3067	83	17.8	40.8	21.8
3100	2003	Talbotville	Conv	Clay Loam	PRO 30-02	1.1	110	2644	63	14.7	43.7	19.4
3100	2003	Talbotville	Conv	Clay Loam	PRO 30-05	0.9	113	3067	65	17.4	41.7	20.1
3100	2003	Talbotville	Conv	Clay Loam	RCAT Appin	0.8	112	3035	71	13.4	43.2	20.3
3100	2003	Talbotville	Conv	Clay Loam	RCAT Dover	1.1	116	3092	74	13.6	40.8	21.4
3100	2003	Talbotville	Conv	Clay Loam	RCAT Harwich	0.9	111	3059	75	13.6	40.6	20.5
3100	2003	Talbotville	Conv	Clay Loam	RCAT Legacy	1	110	2573	65	16.8	41.2	21.2
3100	2003	Talbotville	Conv	Clay Loam	RCAT Pinehurst	1.7	112	3388	78	15.8	40.5	20.7
3100	2003	Talbotville	Conv	Clay Loam	RR Rodney	1.1	114	2848	74	12.9	41.3	20.9
3100	2003	Talbotville	Conv	Clay Loam	RS2297C	1.3	113	2544	64	14.1	39.9	21.2
3100	2003	Talbotville	Conv	Clay Loam	RS2595	1.3	117	2824	74	14.6	42.4	21.4
3100	2003	Talbotville	Conv	Clay Loam	OAC Huron	1	112	2121	65	17.1	41.5	21.3
3100	2003	Talbotville	Conv	Clay Loam	Sherwin	0.9	112	2912	69	17.7	40.1	21
3100	2003	Talbotville	Conv	Clay Loam	Sinclair	1.4	116	3103	76	17.3	43.2	20.6
3100	2003	Talbotville	Conv	Clay Loam	S20-Z5	1	112	2437	62	14	40	21.4
3100	2003	Talbotville	Conv	Clay Loam	Taylor	1.2	110	2879	58	15.7	42.2	20.7
3100	2003	Talbotville	Conv	Clay Loam	Claremont	1.1	115	3220	61	16.9	42.8	20.5
3100	2003	Talbotville	Conv	Clay Loam	Westag 97	1	111	2886	74	15.1	41.5	20.6
3100	2003	Talbotville	Conv	Clay Loam	92B38	1.1	112	2786	73	14.6	40.5	21.4
3100	2003	Talbotville	Conv	Clay Loam	92B61	0.9	114	3102	72	14.7	41	21.3
3100	2003	Talbotville	Conv	Clay Loam	92M10	1	112	2821	72	13.1	39.6	20.7
3100	2003	Ridgetown	RR	Clay Loam	AG1901	1.8	116	3579	100	14.6	39.8	22.9
3100	2003	Ridgetown	RR	Clay Loam	30-07R	1	116	4079	83	15.2	41.5	21
3100	2003	Ridgetown	RR	Clay Loam	DKB20-10	1.3	117	3693	85	15	41.7	20.8
3100	2003	Ridgetown	RR	Clay Loam	D601R	1.3	113	3701	80	14.3	41.7	20.6
3100	2003	Ridgetown	RR	Clay Loam	PRO 3090R	1.8	114	3712	99	14.6	40.6	20.9
3100	2003	Ridgetown	RR	Clay Loam	PRO 3195R	1.8	124	4039	99	16.7	41.1	20.6
3100	2003	Ridgetown	RR	Clay Loam	PSX 31103R	1	119	3856	87	15.2	40.5	21.4
3100	2003	Ridgetown	RR	Clay Loam	PX 3100 RR	1	117	4034	90	12.4	39.6	21.4
3100	2003	Ridgetown	RR	Clay Loam	RCAT MiRRa	1.3	118	4142	108	18.7	40.3	21.8
3100	2003	Ridgetown	RR	Clay Loam	RCAT 22R1	1	120	3900	92	17.6	42.1	20.5
3100	2003	Ridgetown	RR	Clay Loam	RR Oxygen	1.3	119	3898	88	14.2	39.8	21.2
3100	2003	Ridgetown	RR	Clay Loam	RR Respond	1	115	3770	89	15.2	43.4	20.8
3100	2003	Ridgetown	RR	Clay Loam	RR Rochester	2.5	117	3465	95	14.8	42.1	19.8
3100	2003	Ridgetown	RR	Clay Loam	RR Rodney	1	119	3851	93	14.5	43.7	19
3100	2003	Ridgetown	RR	Clay Loam	RS199RR	1	115	4025	86	15.3	39.4	22
3100	2003	Ridgetown	RR	Clay Loam	SG1911NRR	1.5	116	3879	99	16.4	41.7	20.5
3100	2003	Ridgetown	RR	Clay Loam	S17-P9	1	114	3790	85	13.3	39.1	21.2
3100	2003	Ridgetown	RR	Clay Loam	S19-R5	1	115	4120	84	15.5	40.5	21
3100	2003	Ridgetown	RR	Clay Loam	S20-Z5	1	116	3903	82	16.2	39.3	21.4
3100	2003	Ridgetown	RR	Clay Loam	S23-Q3	1.8	121	4008	97	16.7	43.7	20
3100	2003	Ridgetown	RR	Clay Loam	S24-K4	2	119	4037	100	15.2	40.6	21.1
3100	2003	Ridgetown	RR	Clay Loam	30-04R	1	116	3784	83	13.9	40.3	21
3100	2003	Ridgetown	RR	Clay Loam	30-06R	1.3	120	4124	92	17	41.7	20.5
3100	2003	Ridgetown	RR	Clay Loam	31-03R	1	119	3871	73	16.3	40.5	21
3100	2003	Ridgetown	RR	Clay Loam	31-04R	1.5	121	3627	93	15.8	44.7	20.5
3100	2003	Ridgetown	RR	Clay Loam	5211RR	1.3	118	4197	91	14.8	41.4	20.9
3100	2003	Ridgetown	RR	Clay Loam	92B05	1	114	3832	84	15	40.6	20.8
3100	2003	Ridgetown	RR	Clay Loam	92B13	1.3	118	4184	88	15.9	42.1	20.2
3100	2003	Ridgetown	RR	Clay Loam	92B38	1.3	116	4090	93	15.4	40.9	20.5
3100	2003	Inwood	RR	Clay	AG1901		112	2287	77	12.1	41.7	22.3
3100	2003	Inwood	RR	Clay	30-07R		111	2154	61	12.5	43.4	20.6
3100	2003	Inwood	RR	Clay	DKB20-10		113	2167	63	12.4	44	20.1
3100	2003	Inwood	RR	Clay	D601R		109	1934	63	10.8	43	20.2
3100	2003	Inwood	RR	Clay	PRO 3090R		108	2228	64	12.7	40.9	20.6
3100	2003	Inwood	RR	Clay	PRO 3195R		116	1859	68	11.6	41.4	21.3
3100	2003	Inwood	RR	Clay	PSX 31103R		115	1992	67	10.6	43	20.4
3100	2003	Inwood	RR	Clay	PX 3100 RR		112	1986	69	10.5	42.1	20.6
3100	2003	Inwood	RR	Clay	RCAT MiRRa		109	2227	75	16.7	40.3	21.9
3100	2003	Inwood	RR	Clay	RCAT 22R1		114	2032	68	13.6	43.2	20.4
3100	2003	Inwood	RR	Clay	RR Oxygen		113	2167	66	10.9	43.4	19.8
3100	2003	Inwood	RR	Clay	RR Respond		112	2009	62	12.3	45.6	19.9
3100	2003	Inwood	RR	Clay	RR Rochester		110	2050	67	12.4	43.3	19.7
3100	2003	Inwood	RR	Clay	RR Rodney		113	1956	67	12.4	44.4	19.5
3100	2003	Inwood	RR	Clay	RS199RR		113	2242	68	11.4	41.4	21.9
3100	2003	Inwood	RR	Clay	SG1911NRR		109	2038	70	13.5	43.4	20.3
3100	2003	Inwood	RR	Clay	S17-P9		110	2250	62	11.5	41.5	20.3
3100	2003	Inwood	RR	Clay	S19-R5		111	2380	64	14	42.7	20.2
3100	2003	Inwood	RR	Clay	S20-Z5		111	2091	63	12.5	41.5	21.1
3100	2003	Inwood	RR	Clay	S23-Q3		113	2169	64	12.6	44	20.6
3100	2003	Inwood	RR	Clay	S24-K4		114	2425	68	12.3	41.8	20.9
3100	2003	Inwood	RR	Clay	30-04R		113	2046	62	11.4	41.8	21.3
3100	2003	Inwood	RR	Clay	30-06R		113	2265	69	13.3	43.1	20.1
3100	2003	Inwood	RR	Clay	31-03R		114	2074	58	12.8	41.8	21.1
3100	2003	Inwood	RR	Clay	31-04R		113	1862	67	12	45.4	19.8
3100	2003	Inwood	RR	Clay	5211RR		113	2150	69	11.9	43	20.8
3100	2003	Inwood	RR	Clay	92B05		110	2292	61	12.1	41.2	21.3
3100	2003	Inwood	RR	Clay	92B13		113	1944	62	11.2	42.9	19.9
3100	2003	Inwood	RR	Clay	92B38		112	2145	69	12.6	44.2	19.3
3100	2003	Dutton	RR	Clay	AG1901	1	96	3028	85	13.8	40.3	22.6
3100	2003	Dutton	RR	Clay	30-07R	1	97	2786	65	13.3	41.2	21.7
3100	2003	Dutton	RR	Clay	DKB20-10	1	100	3007	70	14.8	42.7	20.6
3100	2003	Dutton	RR	Clay	D601R	1	95	2869	63	12.8	40.8	21.3
3100	2003	Dutton	RR	Clay	PRO 3090R	1	95	2589	77	14.3	40.2	21.4
3100	2003	Dutton	RR	Clay	PRO 3195R	1.5	106	2774	75	15.9	41.7	20.5
3100	2003	Dutton	RR	Clay	PSX 31103R	1	104	2585	62	14.5	42	21
3100	2003	Dutton	RR	Clay	PX 3100 RR	1	101	2966	62	12.7	40.6	21.5
3100	2003	Dutton	RR	Clay	RCAT MiRRa	1	97	2871	83	18	40.6	21.3
3100	2003	Dutton	RR	Clay	RCAT 22R1	1	104	2703	65	15.8	43.8	19.7
3100	2003	Dutton	RR	Clay	RR Oxygen	1	101	3040	68	13.2	42.2	20.1
3100	2003	Dutton	RR	Clay	RR Respond	1	96	2724	68	13.2	43.3	20.6
3100	2003	Dutton	RR	Clay	RR Rochester	1.8	97	2963	72	13.6	42.7	20
3100	2003	Dutton	RR	Clay	RR Rodney	1	99	2791	68	13.9	44.8	19
3100	2003	Dutton	RR	Clay	RS199RR	1	99	3017	60	13.2	39.9	22.4
3100	2003	Dutton	RR	Clay	SG1911NRR	1	94	2747	73	15.5	42.9	20.1
3100	2003	Dutton	RR	Clay	S17-P9	1	96	3142	62	12.3	39.2	20.8
3100	2003	Dutton	RR	Clay	S19-R5	1	96	3126	66	15.2	41.8	21
3100	2003	Dutton	RR	Clay	S20-Z5	1	96	2954	66	16.2	40.4	21
3100	2003	Dutton	RR	Clay	S23-Q3	1	102	2951	76	14.9	43.5	20.8
3100	2003	Dutton	RR	Clay	S24-K4	1.3	102	2871	75	14.5	41.6	20.6
3100	2003	Dutton	RR	Clay	30-04R	1	99	3055	61	13.7	40.7	21.1
3100	2003	Dutton	RR	Clay	30-06R	1	101	3212	73	15.4	42.1	20.8
3100	2003	Dutton	RR	Clay	31-03R	1	104	2771	55	15.7	41.2	21
3100	2003	Dutton	RR	Clay	31-04R	1	103	2883	69	14.7	44.1	20.5
3100	2003	Dutton	RR	Clay	5211RR	1	101	2882	68	14.3	41.6	21.4
3100	2003	Dutton	RR	Clay	92B05	1	95	2805	65	13.9	41	21.2
3100	2003	Dutton	RR	Clay	92B13	1	101	3085	62	14.8	41.9	20.5
3100	2003	Dutton	RR	Clay	92B38	1	99	3001	69	14.5	42.8	19.9
3100	2003	Talbotville	RR	Clay Loam	AG1901	1	113	3183	96	14.6	40	23
3100	2003	Talbotville	RR	Clay Loam	30-07R	1.2	112	2585	73	12.7	41.6	21.7
3100	2003	Talbotville	RR	Clay Loam	DKB20-10	1	113	3255	75	15.3	42.9	21.1
3100	2003	Talbotville	RR	Clay Loam	D601R	1.1	107	2802	68	12.9	42.4	20.9
3100	2003	Talbotville	RR	Clay Loam	PRO 3090R	1	110	3266	90	14.7	40.8	21.2
3100	2003	Talbotville	RR	Clay Loam	PRO 3195R	1.7	118	3060	83	15.2	39.4	21.9
3100	2003	Talbotville	RR	Clay Loam	PSX 31103R	1	114	2808	74	13.7	41.3	21.9
3100	2003	Talbotville	RR	Clay Loam	PX 3100 RR	1.1	113	2595	80	12	40.5	21.7
3100	2003	Talbotville	RR	Clay Loam	RCAT MiRRa	1.1	114	3412	87	17.1	39.6	22.3
3100	2003	Talbotville	RR	Clay Loam	RCAT 22R1	1	114	2816	78	15.1	41.9	21.4
3100	2003	Talbotville	RR	Clay Loam	RR Oxygen	1	114	3079	81	12.6	42.2	20.9
3100	2003	Talbotville	RR	Clay Loam	RR Respond	1.1	112	2906	83	13.7	42.9	21.6
3100	2003	Talbotville	RR	Clay Loam	RR Rochester	1.4	111	3108	80	12.6	42.1	20.5
3100	2003	Talbotville	RR	Clay Loam	RR Rodney	1	113	3183	74	12.9	42.8	20.4
3100	2003	Talbotville	RR	Clay Loam	RS199RR	1	112	3168	76	12.8	40.2	22.1
3100	2003	Talbotville	RR	Clay Loam	SG1911NRR	1.1	111	2746	81	14.6	41.6	21
3100	2003	Talbotville	RR	Clay Loam	S17-P9	1.1	109	2975	73	12.3	40.6	21
3100	2003	Talbotville	RR	Clay Loam	S19-R5	1	111	3102	79	13.8	42.6	20.9
3100	2003	Talbotville	RR	Clay Loam	S20-Z5	1	112	2752	72	14	41.5	21
3100	2003	Talbotville	RR	Clay Loam	S23-Q3	1.1	114	3018	80	14.3	42.9	21
3100	2003	Talbotville	RR	Clay Loam	S24-K4	1.2	114	3390	78	14.5	40.8	21.4
3100	2003	Talbotville	RR	Clay Loam	30-04R	1.4	112	2709	74	12.7	40.2	21.7
3100	2003	Talbotville	RR	Clay Loam	30-06R	1.3	113	3000	84	15.7	41.9	21.3
3100	2003	Talbotville	RR	Clay Loam	31-03R	1	114	2814	63	14.8	41	21.8
3100	2003	Talbotville	RR	Clay Loam	31-04R	1.1	114	2885	84	14.2	44.2	21.2
3100	2003	Talbotville	RR	Clay Loam	5211RR	1	114	3115	84	13	41.1	21.7
3100	2003	Talbotville	RR	Clay Loam	92B05	1	111	2698	78	13.4	41.1	21.2
3100	2003	Talbotville	RR	Clay Loam	92B13	1.1	113	2873	74	13.3	41.2	21.3
3100	2003	Talbotville	RR	Clay Loam	92B38	1	112	3196	82	13.8	41.9	21
3400	2003	Woodslee	Conv	Clay	AV1289	1	143	2681.8	67	13.6	42.9	21.3
3400	2003	Woodslee	Conv	Clay	AV2261	1	142	3145.3	75	14.9	40	21.9
3400	2003	Woodslee	Conv	Clay	Breeze	1	142	2775.1	70	12.3	41.3	20.5
3400	2003	Woodslee	Conv	Clay	Carter	1	135	2858	65	14.7	41.2	22.1
3400	2003	Woodslee	Conv	Clay	Chatham	1	135	2450	67	12.7	42.5	19.8
3400	2003	Woodslee	Conv	Clay	ISG2686	1	137	2385.4	62	12.4	42.6	20.5
3400	2003	Woodslee	Conv	Clay	OAC Kent	2	139	2990.8	76	17.3	42.6	21.3
3400	2003	Woodslee	Conv	Clay	PRO 31-70	1	142	2573.2	71	13.7	42.1	20.7
3400	2003	Woodslee	Conv	Clay	PS 95	1	139	3175.8	77	13.1	41.5	22
3400	2003	Woodslee	Conv	Clay	RCAT Appin	1	137	2368.3	68	13	44.3	19.7
3400	2003	Woodslee	Conv	Clay	RCAT Dover	1	138	2790	76	12.3	41.5	20.9
3400	2003	Woodslee	Conv	Clay	RCAT Harwich	1	136	3278	80	14.1	41	20.6
3400	2003	Woodslee	Conv	Clay	RCAT Legacy	1	137	2928.5	68	16.8	40.9	21.6
3400	2003	Woodslee	Conv	Clay	RCAT Ruthven	1	142	2743.8	82	12.3	40.3	20.6
3400	2003	Woodslee	Conv	Clay	RCAT Staples	1.3	142	2593.7	84	15.9	41.4	21.1
3400	2003	Woodslee	Conv	Clay	Starburst	1	137	2745.9	71	13	41.7	20
3400	2003	Woodslee	Conv	Clay	S29-C9	1	142	3019.7	82	14.2	40.2	21.6
3400	2003	Woodslee	Conv	Clay	Clancy	1	137	2944.8	66	16.1	39.7	22.1
3400	2003	Woodslee	Conv	Clay	92B61	1.7	137	2904.9	77	13.7	43	20.4
3400	2003	Woodslee	Conv	Clay	92M10	1	135	2426.1	80	11.9	42.3	19.4
3400	2003	Woodslee	Conv	Clay	92M72	1	141	2983.3	70	14.5	42.7	21.2
3400	2003	Woodslee	Conv	Clay	93B09	1	145	3355.5	72	15.8	41.8	21.9
3400	2003	Woodslee	Conv	Clay	9305	1	139	2599.7	77	13.5	43.3	20.2
3400	2003	Merlin	Conv	Clay	AV1289		107	1486	54	14.5	43.5	20.3
3400	2003	Merlin	Conv	Clay	AV2261		103	1936	64	14.1	41.8	20.6
3400	2003	Merlin	Conv	Clay	Breeze		104	2102	60	12.7	41.8	20
3400	2003	Merlin	Conv	Clay	Carter		99	2101	48	15.1	40.6	22.4
3400	2003	Merlin	Conv	Clay	Chatham		94	1915	57	12.8	41.5	20.3
3400	2003	Merlin	Conv	Clay	ISG2686		104	1655	48	12.3	43.4	20.2
3400	2003	Merlin	Conv	Clay	OAC Kent		97	1969	57	15.4	43.4	20.6
3400	2003	Merlin	Conv	Clay	PRO 31-70		102	1735	57	13.1	43.7	19.3
3400	2003	Merlin	Conv	Clay	PS 95		102	2485	59	13.6	41.2	21.8
3400	2003	Merlin	Conv	Clay	RCAT Appin		97	1745	56	13.2	45.8	18.1
3400	2003	Merlin	Conv	Clay	RCAT Dover		99	1938	59	12.6	41.7	20.5
3400	2003	Merlin	Conv	Clay	RCAT Harwich		95	2468	65	12.5	41.1	20.3
3400	2003	Merlin	Conv	Clay	RCAT Legacy		96	2025	51	16.8	41.7	21
3400	2003	Merlin	Conv	Clay	RCAT Ruthven		107	2267	59	13.8	41.5	20
3400	2003	Merlin	Conv	Clay	RCAT Staples		103	2119	67	16.2	41.2	20.9
3400	2003	Merlin	Conv	Clay	Starburst		101	1888	58	14.5	41.6	19.9
3400	2003	Merlin	Conv	Clay	S29-C9		105	2289	65	13.5	40.2	21.5
3400	2003	Merlin	Conv	Clay	Clancy		96	2203	50	15	41.4	21.1
3400	2003	Merlin	Conv	Clay	92B61		100	1986	56	12.4	43.5	19.8
3400	2003	Merlin	Conv	Clay	92M10		100	1755	59	12.7	43.8	18.8
3400	2003	Merlin	Conv	Clay	92M72		107	2171	51	15.6	41.9	20.4
3400	2003	Merlin	Conv	Clay	93B09		109	2726	53	17.1	39.2	22.6
3400	2003	Merlin	Conv	Clay	9305		100	1690	61	13.1	44.4	19.2
3400	2003	Malden	Conv	Clay Loam	AV1289	1	119.3	3932.4	84.5	18.5	44.5	20.5
3400	2003	Malden	Conv	Clay Loam	AV2261	1.3	119.5	4243.5	95.3	18.4	42.2	20.8
3400	2003	Malden	Conv	Clay Loam	Breeze	1	116.3	4329.4	96	16.3	42.8	20.2
3400	2003	Malden	Conv	Clay Loam	Carter	1.1	111	4099.7	82.8	20.2	43.2	21.3
3400	2003	Malden	Conv	Clay Loam	Chatham	1	108.8	3539.7	80.3	16.1	40.4	21.2
3400	2003	Malden	Conv	Clay Loam	ISG2686	1	115	3815.8	79.5	17.8	42.1	20.8
3400	2003	Malden	Conv	Clay Loam	OAC Kent	1.4	113	4166.4	92.5	22.9	44.4	20.6
3400	2003	Malden	Conv	Clay Loam	PRO 31-70	1	116.8	3540.5	89.3	16.8	42.5	20.4
3400	2003	Malden	Conv	Clay Loam	PS 95	1.1	111.8	3735.9	91.3	15.9	43.3	21.1
3400	2003	Malden	Conv	Clay Loam	RCAT Appin	1	113.8	3850.8	85	16.6	43.9	20.1
3400	2003	Malden	Conv	Clay Loam	RCAT Dover	1	113.3	3634.1	92.8	16	42.4	20.7
3400	2003	Malden	Conv	Clay Loam	RCAT Harwich	1	113	3895.6	98.8	17.5	43.2	19.6
3400	2003	Malden	Conv	Clay Loam	RCAT Legacy	1.1	112	3945.5	70.8	21	43	20.5
3400	2003	Malden	Conv	Clay Loam	RCAT Ruthven	2	124	4483.8	97.3	16.7	42.2	20.2
3400	2003	Malden	Conv	Clay Loam	RCAT Staples	1.3	120	3707.9	102.5	20.7	43	20.3
3400	2003	Malden	Conv	Clay Loam	Starburst	1	117.3	3651.3	88.3	17.9	43.1	19.7
3400	2003	Malden	Conv	Clay Loam	S29-C9	1.3	119	3706.8	105.3	17.2	42	20.7
3400	2003	Malden	Conv	Clay Loam	Clancy	1	115.5	4132.3	81.8	20.2	43.2	20.3
3400	2003	Malden	Conv	Clay Loam	92B61	1	115.5	3712.6	92.5	18.2	44.6	19.9
3400	2003	Malden	Conv	Clay Loam	92M10	1	111	3887.4	89.3	16.2	42.2	20.3
3400	2003	Malden	Conv	Clay Loam	92M72	1	116.8	4094	83.8	20.1	43	20.7
3400	2003	Malden	Conv	Clay Loam	93B09	1	121.5	3814.8	85.5	17.9	42.8	21.2
3400	2003	Malden	Conv	Clay Loam	9305	1.1	117.5	3193	88.5	18.7	43	20.5
3400	2003	Chatham	Conv	Clay Loam	AV1289	1.1	112	2986	90	13.2	41.8	21.2
3400	2003	Chatham	Conv	Clay Loam	AV2261	1.3	111	3027	92	13.2	40.5	21.3
3400	2003	Chatham	Conv	Clay Loam	Breeze	1.6	114	3209	103	12.5	40.6	20.3
3400	2003	Chatham	Conv	Clay Loam	Carter	1.1	105	3326	90	15	39.1	22.7
3400	2003	Chatham	Conv	Clay Loam	Chatham	1.1	104	3032	92	12.5	39.8	20.7
3400	2003	Chatham	Conv	Clay Loam	ISG2686	1.2	106	2989	90	12.5	39.1	21.7
3400	2003	Chatham	Conv	Clay Loam	OAC Kent	1.5	105	3409	94	17	40.4	21.5
3400	2003	Chatham	Conv	Clay Loam	PRO 31-70	1.2	111	2895	92	12.7	41	20.6
3400	2003	Chatham	Conv	Clay Loam	PS 95	1.4	108	3450	93	13.1	40.3	22.2
3400	2003	Chatham	Conv	Clay Loam	RCAT Appin	1.4	107	2846	96	13.2	42.5	20.1
3400	2003	Chatham	Conv	Clay Loam	RCAT Dover	1.3	106	3345	97	12.5	39.7	21.7
3400	2003	Chatham	Conv	Clay Loam	RCAT Harwich	1.5	104	3600	101	13.4	40.7	20.3
3400	2003	Chatham	Conv	Clay Loam	RCAT Legacy	1.5	105	3515	86	17.3	40.6	21.1
3400	2003	Chatham	Conv	Clay Loam	RCAT Ruthven	2.2	116	3142	95	13.2	39.6	20.7
3400	2003	Chatham	Conv	Clay Loam	RCAT Staples	1.3	113	3017	105	15.8	40.7	20.4
3400	2003	Chatham	Conv	Clay Loam	Starburst	1.5	107	3314	102	13.8	39.2	20.8
3400	2003	Chatham	Conv	Clay Loam	S29-C9	1.8	113	3477	104	14.1	38.8	22.1
3400	2003	Chatham	Conv	Clay Loam	Clancy	1.1	104	3303	96	16.4	41	20.5
3400	2003	Chatham	Conv	Clay Loam	92B61	2.4	107	3195	94	14.7	42.2	20.4
3400	2003	Chatham	Conv	Clay Loam	92M10	1.1	105	3418	95	12.6	39.2	20.7
3400	2003	Chatham	Conv	Clay Loam	92M72	1	110	3385	93	14.8	42.2	20.4
3400	2003	Chatham	Conv	Clay Loam	93B09	1	114	3517	95	14	40.3	21.7
3400	2003	Chatham	Conv	Clay Loam	9305	1	110	2954	99	13.2	44.1	18.8
3400	2003	Chatham	RR	Clay Loam	ADV Revere RR	1.8	113	3024	97	13.3	40.1	21.4
3400	2003	Chatham	RR	Clay Loam	ADV Rocket RR	1	114	3391	104	13.8	41	20.2
3400	2003	Chatham	RR	Clay Loam	Breeze	1	113	3106	101	12.4	39.5	20.9
3400	2003	Chatham	RR	Clay Loam	CF2603RN	1	112	3327	99	13.3	40.4	21.7
3400	2003	Chatham	RR	Clay Loam	DKB26-52	2	113	3181	105	13.3	41.1	20.7
3400	2003	Chatham	RR	Clay Loam	PRO 3195R	1.1	112	3188	92	14.2	38.3	22.2
3400	2003	Chatham	RR	Clay Loam	PS 96 NRR	1.1	112	2902	99	13.7	44.5	18.7
3400	2003	Chatham	RR	Clay Loam	RCAT 22R1	1	109	3412	95	14.8	41.4	21.1
3400	2003	Chatham	RR	Clay Loam	RR Raleigh	2	111	3171	107	13.2	41.9	20.3
3400	2003	Chatham	RR	Clay Loam	RR Rankin	1	110	3298	97	13.7	39.5	21.3
3400	2003	Chatham	RR	Clay Loam	RR Renwick	1.8	110	3299	95	15	40.5	22
3400	2003	Chatham	RR	Clay Loam	RR Revenge	1	108	3091	89	13.4	40.8	20.5
3400	2003	Chatham	RR	Clay Loam	32-51R	1.2	116	3111	98	12.2	41.8	19.9
3400	2003	Chatham	RR	Clay Loam	RR Lithium	1.2	116	2874	99	13.4	43.8	19.3
3400	2003	Chatham	RR	Clay Loam	S24-K4	2.1	109	3475	96	13.9	39.1	22.2
3400	2003	Chatham	RR	Clay Loam	S26-H2	1.7	110	2921	109	13.1	42.4	19.6
3400	2003	Chatham	RR	Clay Loam	S26-V6	1.8	111	3303	97	12.2	40.4	21.9
3400	2003	Chatham	RR	Clay Loam	S29-C9	2	115	3154	112	14.1	39.2	21.1
3400	2003	Chatham	RR	Clay Loam	S31-V3	1.2	118	3309	104	15.7	41.5	20.1
3400	2003	Chatham	RR	Clay Loam	26R	1	111	2622	96	13.4	42.8	20.2
3400	2003	Chatham	RR	Clay Loam	3201R	1.6	114	3043	109	11.9	40.3	21.1
3400	2003	Chatham	RR	Clay Loam	32-03R	1.2	113	3163	105	11.8	42.2	20.3
3400	2003	Chatham	RR	Clay Loam	92B13	1	104	3379	91	12.5	40.5	20.9
3400	2003	Chatham	RR	Clay Loam	92B38	1.2	105	3321	96	14.5	41.4	20.4
3400	2003	Chatham	RR	Clay Loam	92B62	1.7	112	2987	98	11.6	43.6	19
3400	2003	Chatham	RR	Clay Loam	93B09	1.1	112	3554	97	14.4	39.6	22.4
3400	2003	Merlin	RR	Clay	ADV Revere RR		108	2142	61	13.3	40.2	21.2
3400	2003	Merlin	RR	Clay	ADV Rocket RR		105	1793	64	13.1	43.2	19.2
3400	2003	Merlin	RR	Clay	Breeze		104	1982	55	11.9	40.7	20.3
3400	2003	Merlin	RR	Clay	CF2603RN		107	2021	56	14.7	42	21.3
3400	2003	Merlin	RR	Clay	DKB26-52		103	2056	68	12.7	42.9	19.8
3400	2003	Merlin	RR	Clay	PRO 3195R		107	2094	62	14.3	40.7	21.2
3400	2003	Merlin	RR	Clay	PS 96 NRR		105	1692	54	12.9	44	19.3
